Codigo;produto;QTD.;Vlr Unit.
35973; ATADURA DE CREPOM JADE 15,0CMX;7;2,5
35974; ATADURA DE CREPOM JADE 8,0CMX1;14;1,5
15381; ATAK CLAV 875/125MG C/14 COMP;4;79,95
15380; ATAK CLAV 875/125MG C/20 COMP ;3;107,21
14837; ATAK CLAV SUSP 70 ML;15;48,63
2504; ATENOL+CLORTAL 100/25MG C/30 ;1;28
10984; ATENOLOL +CLORTA. 50/12,5MG 30;3;12
189; ATENOLOL 25MG C/ 30 COMP GENER;318;3,3
7291; ATENOLOL 25MG C/ 30 COMP MEDLE;78;3,3
13361; ATENOLOL 50MG C/ 30 COMP SANDO;1;7,5
6846; ATENOLOL 50MG C/30 COMP GEN ;1;5,5
12098; ATENOLOL+CLOR.100+25MG 30COMP;2;19,26
19147; ATENOLOL+CLORTALIDONA 50MG+12,;2;14,12
11283; ATENSINA 0,150 MG C/ 30 COMP;2;13,96
5118; ATENSINA 100MG C/30 COMP;2;11,18
32281; ATENTAH 10MG 30CAPS C1;2;35,27
34647; ATENTAH 18MG 30CAPS C1;3;63,46
33237; ATENTAH 25MG 30CAPS C1;3;88,17
13335; ATEROMA 10MG C/ 30COMP ;1;106,08
13505; ATEROMA 20MG 30 COMP;1;106,08
32302; ATHIVIE CREME BARRIER 100G;6;71
25466; ATIV CACHOS ARGININA 300ML;1;21
35247; ATIV CACHOS INOAR 200ML MEU CA;3;27
17053; ATIVADOR CACHOS SALON LINE SOS;3;21
15227; ATIVADOR DE CACHOS INTENSO 300;1;21
26245; ATIVADOR DE CACHOS SALON LINE ;4;21
14960; ATIVADOR DE CACHOS SOS 300ML;1;21
16958; ATIVADOR DE CAHOS SALON 300ML ;1;21
33759; ATIVB 1000MCG 90CPR;2;160
24863; ATORVASTAINA 40MG C/30CP;12;48,23
17560; ATORVASTATINA 10MG C/ 30 COMP;9;20
3111; ATORVASTATINA 10MG C/30CP NQ;2;18,71
7702; ATORVASTATINA 20MG C/ 30 COMP;1;24,12
17690; ATORVASTATINA 40 MG 30;1;40,26
35278; ATORVASTATINA CALC 40MG COMP R;5;28,91
2302; ATORVASTATINA CALCICA 20 MG 30;3;28,73
4164; ATOSSION XPE ADULTO 100ML;1;26,92
25005; ATRACE C/10 COMP;3;39,36
14803; ATROPINA 0,5% C/ 5ML ;3;12,86
22009; ATROVERAN DIP 1G BL 20 COMP;1;21,81
26091; ATTENZE 10MG C 30 COMP ;2;50,96
97; ATURGYL AD GTS 0,5MG/ML 15ML;1;19,72
21207; ATV DE CACHOS RICINO 300ML ;3;21
36825; AUROM 10MG C 2 COMP;2;32,58
30799; AUSTRALIAN FPS 30 CORPORAL 200;2;50
30599; AUTO LANCETA MINI 28G 100UNI;1;35
87; AVAMYS 27,5MCG SPRAY NASAL 120;6;79
31778; AVENTAL MANGA LONGA GRAMATURA;30;6,01
17756; AVIDE 100MG 9CAP;9;58,34
32602; AXETILCEFUROXIMA 500MG CX 10 C;1;80,12
6488; AZITROMICINA 500MG C/ 3 COMP;19;10
9502; AZITROMICINA 600MG SUSP+DIL9ML;1;36
27844; AZITROMICINA 900MG 15ML;3;40,12
33247; AZITROMICINA DI-HIDRATADA 900;5;37,47
4224; AZOPT SUSP OFT 5ML;1;117,89
22535; AZORGA 6ML;2;141,26
7266; AZORGA SUSP COL 5ML;1;117,71
20222; AZOX 20MG/ML SUSP 45ML;1;32,2
32966; AZOX 500MG C/6;1;58,33
1198; AZUKOM MR 30MG C/30 COMP;4;26,31
21142; AZUKON MR 30MG 60CA;3;50,01
2301; AZULFIN 500MG C/60 CPS;1;143,35
17485; BABY SURE TESTE GRAVIDEZ;3;7
15747; BABYMED AZUL POM BG 45 G ;2;11
1225; BABYMED ROSA CREME 45GR;19;11
111; BACFAR C/20 CPS;2;28,58
4595; BACFAR F SUSP 100ML;1;40,32
36257; BACINA (BACIT+NEO)POMADA 15G B;1;6
18511; BACINA POM 10G LOTES ;2;6
224; BACLOFEN 10MG C/10 COMP;2;10,21
5802; BACLOFENO 10MG C/ 20 COMP TEUT;1;10,1
104; BACTRIM C/20 CPS;1;39,75
105; BACTRIM F C/10 CPS;3;40,35
113; BACTRIM F SUSP 100ML;1;60,91
25630; BACTRIM SUSP 100ML;2;31,5
31792; BALA DE GENGIBRE ZERO ACUCAR;3;8
30742; BALA FINI BANANAS 35G;3;3,5
30743; BALA FINI BEIJOS DE MORANGO 10;3;3,5
36137; BALA GELATINA TUBES FINI 35G M;4;3,5
35536; BALA GELATINA TUBES FINI 80G M;1;7,5
22008; BALA GENGIBRE C/ROMA UNID;2;3,5
17632; BALANCA DIGITAL G-TECH MODELO ;1;82
22007; BALARAMA TRADICIONAL C/40G;1;3,5
27133; BALAS DE GENGIBRE COM HORTELA;4;3,5
34116; BALM LABIAL ROSA MOSQUETA 10G;2;19
32191; BALS DE CRESC CAVALO REAL 250;1;22
127; BALSAMO BENGUE  AEROS C/85ML;1;50,99
118; BALSAMO BENGUE POM 20GR;2;30,36
35363; BALSAMO SUPREMO 200G - HERBAME;3;27
119; BAMIFIX 300MG C/20 DRAG;4;47,43
120; BAMIFIX 600MG C/20 COMP;1;75,69
28898; BANANEIRA FLUIDO 120ML HASKELL;2;43
1428; BAND AID REDONDO 1 UNIDADE;44;0,7
1427; BAND-AID CAIXA C/40 UNI;26;17
8138; BAND-AID CX 10 UND;7;8
36481; BANDAGEM ELASTICA ADESIVA 5CMX;2;33
26510; BANDAGEM PROTAPE AZUL;4;58
29350; BANDAGEM PROTAPE ROSA ;1;58
16756; BANHO DE CR BIO EXT ABAC 500G;2;51
16757; BANHO DE CR BIO EXT ABACA 250G;1;35
3892; BANHO DE CREME 500G TUTANO 500;2;53
27788; BANHO DE CREME BIO EXTRATUS 1K;2;53
8719; BANHO DE CREME NEUTRO 500G ;1;51
34369; BARRA CRISP COOKIES UNIDADE;12;8
28255; BART H 300/12,5MG 30CPR;1;161,51
32836; BASE LIQ. MEGA TONS MATTE HD 3;3;15
34856; BASE MEGA BASE LIQ V150 26ML;1;29
34853; BASE MEGA BASE LIQ V170 26ML;2;29
34854; BASE MEGA BASE LIQ V180 26ML;1;29
34855; BASE MEGA BASE LIQ V200 26ML;1;29
36755; BASTAO EM MADEIRA 1MT   CARCI;1;72,01
35066; BATERIA DURACELL 2032 UNI;2;9
17793; BATERIA PANASONIC 3V CR2032 1U;2;6
34613; BATOM LIQUIDO PERFECT LIPS;24;13
18648; BB CREAM BASE MEDIA 30ML;2;45
26656; BB CREAM MATTE LOREAL 4.0;1;45
26655; BB CREAM MATTE LOREAL CLARA;2;45
12804; BC BIO EXTRATUS NEUTRO 1KG;3;53
33620; BC CACHOS 1 KG UN/01/UN;1;50
33619; BC CRESPOS 1 KG UN/01/UN;1;50
8110; BC JABORANDI 1KG BIOEXTRATUS;3;75
3372; BC JABORANDI 250GR BIOEXTRATUS;8;35
4422; BC NEUTRO 250G BIOEXTRATUS;1;32,5
17072; BC POS QUIMICA 1 KG;1;53
8113; BC TUTA 250GR BIOEXTRATUS;3;35
21040; BC UMECTANTE 250G BIO EXTR;2;35
22899; BD AGULHA ULTRA-FINE III 4MM;1;116
30880; BEAUTIFUL HAIR;25;55
8088; BEAUTY COLOR CR TON N 2.11;3;20
5460; BEAUTY COLOR CR TONAL N. 7.0;3;20
3049; BEAUTY COLOR CR TONALIZ CAST E;1;20
10820; BEAUTY COLOR CR TONALIZ. 6.0;2;20
5694; BEAUTY COLOR CR TONALIZ. 7.1;2;20
5216; BEAUTY COLOR CR TONALIZ. PRETO;1;20
5199; BEAUTY COLOR CR TONALIZ.CAST C;2;20
3050; BEAUTY COLOR CR TONALIZ.CAST N;2;20
7600; BEAUTY COLOR CREME 6.34 CHOCOL;1;18
8799; BEAUTY COLOR TINT CR N.77.44;2;18
8797; BEAUTY COLOR TINT CREME N.10.0;2;18
4156; BEAUTY COLOR TINT CREME N.466;1;18
6298; BEAUTY COLOR TINT CREME N.6.1;3;18
2812; BEAUTY COLOR TINT CREME N.7.1;4;18
8800; BEAUTY COLOR TINT CREME N.9.1;2;18
3580; BEAUTY COLOR TINTURA CR 6.35;1;18
4139; BEAUTY COLOR TINTURA CR N.6.7;3;18
5237; BEAUTY COLOR TINTURA CREME N.2;2;18
5308; BEAUTY COLOR TINTURA CREME N.3;2;18
5586; BEAUTY COLOR TINTURA CREME N.4;3;18
5877; BEAUTY COLOR TINTURA CREME N.5;5;18
7128; BEAUTY COLOR TINTURA CREME N.5;1;18
5432; BEAUTY COLOR TINTURA CREME N.6;4;18
7047; BEAUTY COLOR TINTURA CREME N.7;3;18
1117; BEAUTY COLOR TINTURA CREME N.8;5;18
7129; BEAUTY COLOR TINTURA CREME N.8;2;18
8870; BEAUTY COLOR VERM PICANT 66.46;4;18
32807; BEBE LIMP TOALHA UMED PREMIUM;23;11
21708; BEBE SABONETE REFIL LIQ 250ML;7;21
18321; BECAN SUSP ORAL GTS 20ML;1;103,65
31789; BECLOMETASONA  200MG C/200DOSE;8;57,54
29484; BECLOMETASONA 250MCG SOL AERO;4;60,01
29734; BECLOMETASONA 50MG C/200DOSES;8;37,71
29308; BEDOZE 5MG INJ CX C/2;8;45,58
31898; BELA COR 2.0 PRETO;7;11,5
31959; BELA COR 6.1 LOURO ACINZENTADO;4;11,5
33231; BELA COR 6.7 CHOCOLATE;5;11,5
32828; BELA COR 8.0 LOURO CLARO;2;11,5
24533; BELAMY GEL HIDRAT 8 APLIC;1;131
34736; BELFAR MICOSBEL EMU DERM 30ML;2;20
24082; BELL CORPUS GEL JOGADOR 200GRS;1;9
36480; BELLA-OIL OLEO DE OLIBANO 30ML;1;25
13835; BELMIRAX 100MG C/ 6 COMP;5;5
13834; BELMIRAX SUSP 30 ML BELFAR;6;7
27261; BEMOVE COM CT BL AL AL X 30;1;266
33084; BEMOVE CURCUMA 30CPS;1;380
22087; BENATUX PAST. MEL LIMAO C/12;10;15
11017; BENATUX SB FRANBOESA 12 PAST;8;15
149; BENERVA 300MG C/30 CPS;2;36,98
34713; BENERVA 30MG 60COMP;1;68,26
36492; BENETONICO 500ML;2;16,01
25070; BENEUM 300 MG C/ 30 CP REV;8;26,24
26988; BENGALA ALUMINIO 4 PONTAS INDA;3;130
36643; BENGPRO GEL BISN 60G;1;38,72
13140; BENGUE GEL C/ 20G;1;27,67
12915; BENICAR 20MG C/ 30 COMP;1;90,7
1183; BENICAR 40 MG C/ 30 COMP;1;91,02
10059; BENICAR ANLO 40/5MG C/ 30 COMP;1;106,49
7722; BENICAR ANLO C/30 COMP;2;96,14
851; BENICAR HCT 20MG/12.5MG C/30 C;2;102,32
13377; BENICAR HCT 40/25MG C/ 30 COMP;1;116,56
132; BENZETACIL 1200MG AMP;8;22,45
18581; BENZIFLEX LIS 125MG + 5MG C/15;1;23
10174; BENZIN 100MG/G C/60G;4;14
14091; BENZODERM C/ 100ML EMULSAO TOP;6;18
1699; BEPANTOL BABY CREME 60G;1;40,64
2364; BEPANTOL DERMA CR 20G;6;42
13077; BEPANTOL DERMA LABIAL 7,5ML;2;45
25382; BEPANTOL DERMA PROTETOR LABIAL;2;53,38
35941; BEPANTOL DERMA ROSA MOSQUETA 2;1;42
34602; BEPANTRIZ 50 MG/G POM 30 GR UN;4;12
17248; BEPANTRIZ DERMA CR 20G ;2;17
36836; BEPANTRIZ DERMA CREME PT 450G;2;42
16781; BEPANTRIZ DERMA LABIAL 7,5ML;13;16
21634; BEPANTRIZ TATTOO CREM BG 20G;3;17
36805; BEPANTRIZ UREIA 10% LOCAO BG 1;3;40
33769; BERITIN KIDS 240ML;15;18
138; BEROTEC 100MCG AER 10ML+AERO;2;37,41
19250; BESILATO DE ANLODIPINO 10MG C/;1;10,54
8016; BET+ACIDO SALICIL POM 30G EMS;3;14,56
29001; BETACORTAZOL CREME 30GR;5;12
26637; BETADINE XR 32MG C/30;1;68,48
25274; BETADINE XR 48MG C/30;2;91,43
12099; BETAISTINA 24 MG 30COMP EURO;5;21
19859; BETAISTINA 24MG 30CP;2;25,65
144; BETALOR 5/50MG C/30 CAPS;2;94,25
21201; BETAMETASONA 0,5MG/G 30 EMS;2;37,35
19333; BETAMETASONA 1MG/G CR 30G;1;18
18314; BETAMETASONA DIP+FOS 5+2MG 1UN;29;12,85
19941; BETAMETASONA+AC FUSIDICO CR 15;1;62,05
3450; BETASERC 24MG C/30 COMP;1;77,11
5042; BETATRINTA INJ C/1X1ML+SER;7;34,01
12857; BETINA 16MG C/ 30 COMP;1;30,29
13024; BETINA 24MG C/ 30 COMP;1;41,57
5463; BETNOVATE CREME C/30GR;2;58,88
23974; BETNOVATE PDA 30G;2;61,83
35505; BETRAT 5000MCG+100+100MG 42CPR;1;124,02
17535; BETRICORT (CETO+BETA+NEOMI) CR;4;14
17534; BETRICORT (CETO+BETA+NEOMI) PO;5;16
9627; BEUATY COLOR 4,20 VERM INT;3;18
30659; BEXAI 35MG COM 10CPS;1;86,58
26544; BHENA 10MG;1;93,59
2781; BI-PROFENID 150MG C/10 CPS;1;91,55
5468; BIALERGE GOTAS 20ML;1;16,68
20683; BICERTO 150MG C/ 10COM;3;59,49
30509; BICO COPO LOLLY  ANTIVAZ +6M;2;9
12824; BICO DE MAMADEIRA LOLLY ESSENC;3;9
6319; BICO LOLLY SILIC.;9;6
20309; BICO LOLLY T2 0068-01;3;11,5
36271; BICO MAM NEOPAN SUPER VENTILAD;5;10,5
2918; BICO SUPERMAMADEIA LTX C/1;1;15
1793; BIGEM CHOCOLATE 67;5;14
1510; BIGEN CAST CLARO 46;7;14
1508; BIGEN CAST ESCURO 48;7;14
1509; BIGEN CAST MEDIO 47;3;14
1505; BIGEN PRETO 57;5;14
1506; BIGEN PRETO AZULADO 59;4;14
1507; BIGEN PRETO NATURAL 58;6;14
27338; BILASTINA(GEN) 20MG COM CT BL;4;43,82
10376; BIMATOPROSTA 0,3MG/ML C/ 3ML;3;44,69
22823; BIMATOPROSTA COLIRIO 3ML;1;48,74
35673; BIO GG 10BI C 30 CAPS;1;178
20720; BIO-OIL 60ML ;1;50
196; BIO-VAGIN CR 40G C/10 APLIC;2;81,78
29481; BIOCOLOR HOMEM CASTANHO CLARO;5;32,5
29664; BIOCOLOR HOMEM LOURO ESCURO;3;32,5
24784; BIOEXT MASCARA MAIS BRILHO;2;38
24463; BIOEXT QUERAVIT SH HIDRAT 500M;1;56
24789; BIOEXT SH MAIS BRILHO;2;37
31850; BIOEXT SHITAKE COND 1LT;1;60,01
31851; BIOEXT SHITAKE SH 1LT;1;96
26424; BIOEXTRAT BANHO CREME MEL 250G;2;35
26426; BIOEXTRAT COND MEL 250ML;3;38
26428; BIOEXTRAT FINALIZADOR MEL 150G;3;37
17529; BIOFENAC 11,6MG/G AER 60G;1;43,21
34555; BIOLAGRIMA 0,15% GTS 10ML;5;52
36761; BIOLME H 40MG 25MG C 30 CPRV;1;75,81
36762; BIOLME H 40MG+12,5MG C30 CPR;1;75,81
29878; BIOTINA C/ 60 CAPS;2;40
32650; BIOTINA CAPS C/60;1;22
24061; BIOTINA TIARAJU 60 CAPS;1;24
162; BIOTONICO 400ML;1;50,77
19848; BIOTONICO FONTOURA UVA 400L;1;50,77
32274; BIOTTA 25BI 10CPS;1;105
32275; BIOTTA 25BI C/30CAPS;1;267
29222; BIOVICERIN 6 FLAC 5ML;1;50,09
35652; BIOVITON ACAFRAO+GENG SAB LARA;2;52,24
35219; BIOVITON AMORA MIURA 30GOMAS;3;42
34800; BIOVITON MELATONINA+TRIPT SAB;2;42
30236; BIOZINC KIDS GTS 10MG/ML 15ML;3;38,45
14345; BIOZINC KIDS GUARANA 75ML;1;45
3210; BISALAX 5MG C/ 20 COMP;2;9,73
3944; BISMU-JET GTS 20ML;11;33
165; BISOLVON EXP AD 120ML;3;40,75
32624; BISOPROLOL 1,25 MG C/30CPR GMD;4;31,56
31401; BISOPROLOL 10 MG C/30 CPR GMD;2;61,26
31462; BISOPROLOL 2,5 MG C/30 CPR GMD;2;41,1
24002; BISOPROLOL 2,5MG C/30 CPD;1;39,56
27291; BISOPROLOL 5MG 30CPR;6;49,21
33913; BISOPROLOL 5MG CX 30 COMP;5;48,24
31779; BISOPROLOL GERMED 5MG 30CPR;1;49,85
7275; BISURAN XPE ADT C/ 120 ML ;3;16
33142; BIVOLET 5MG 30CPR;1;66,2
35731; BIXLYN 20MG 15CPR   ACHE SS;4;44,93
6125; BLEPHAGEL DUO GEL 40GR+LENCO;1;185,68
33790; BLIND ANTIFRIZZ ELIXIR 150ML;1;48,5
32947; BLUMEL IMUNE KIDS 30 GOMAS;1;47
35335; BODY E HAIR SPLASH DOCE DE LEI;2;47
20182; BODY MILK FIRM Q10 200ML ;2;36,5
20119; BODY SOFT MILK 400ML NIVEA;3;30,5
35821; BODY SPLASH BELL CORPUS 200ML;1;21
35824; BODY SPLASH BELL CORPUS 200ML;1;21
36545; BODY SPLASH DESO PERFUME DE BE;1;27
36546; BODY SPLASH DESO VANILLA 190ML;1;27
31812; BODY SPLASH GIOVANNA BABY BLAN;2;30
31989; BODY SPLASH GIOVANNA BABY DESO;3;30
35825; BODY SPLASH LILY JOY 200ML JAN;1;21
35861; BODY SPLASH S.LINE XEROSA BAUN;2;30
36749; BODY SPLASH S.LINE XEROSA BELE;1;32
35859; BODY SPLASH S.LINE XEROSA GLAM;3;30
36748; BODY SPLASH S.LINE XEROSA MISS;1;32
36746; BODY SPLASH S.LINE XEROSA PODE;2;32
36747; BODY SPLASH S.LINE XEROSA PODE;2;30
36745; BODY SPLASH S.LINE XEROSA VERA;2;30
36744; BODY SPLASH S.LINE XEROSA VIVA;2;32
28839; BOLSA COLETORA DE URINA FECHAD;5;11
29121; BOLSA P/ COLOSTOMIA 63MM C/10;10;18
27533; BOLSA TERMICA 400G CREMER;1;16
7296; BOLSA TERMICA GEL M S/CAIXA;3;32
34588; BOLSA TERMICA GEL MULTIUSO P M;3;10,5
7865; BOLSA TERMICA GEL P MERCUR;3;15
36048; BOLSA TERMOGEL SOFT CLEAN NAO;1;30
36224; BOMBA TIRA LEITE AUTOMATICA G-;1;285
1430; BOSTON SIMPLUS SOL MULT 120ML;1;99,78
34969; BOTA DE UNA 10,2CM;2;58
29768; BOTA ORTO ROBOFOOT CURTA G;1;185
28332; BOTA ORTO ROBOFOOT CURTA M;1;185
30711; BOTA ORTO ROBOFOOT M;1;185
28807; BOTA ORTO ROBOFOOT NOVA GERACA;1;185
32013; BOTA ORTO ROBOFOOT NOVA GERACA;2;185
34049; BOTHANICO COND BIOPLASTIA;2;48
24695; BOTHANICO HAIR REN9VE MASC.250;1;34
36100; BRACADEIRA ADT P/ APAR.PRESSAO;2;71
13813; BRASART 160MG C/ 30COMP;2;57,77
20200; BRASART 80MG C/ 30 COMP;1;60,9
14596; BRASART BCC 160MG+5MG C/30COMP;4;132,3
15010; BRASART BCC 320+5MG C/ 30 COMP;2;141,49
15784; BRASART BCC 320MG+10MG 30CP;4;156,35
15396; BRASART HCT 320+12,5MG 30CPR;1;117,22
16579; BRASART HCT 320/25MG 30C;2;126,45
11066; BRAVAN 160 MG C/ 30 COMP;1;55,29
35750; BRAVAN DUO 160+10MG C 30CPR;1;76,06
28438; BRAVAN DUO 160MG + 5MG, CAIXA ;1;74,23
23621; BRAVAN HCT 160+125MG CX 30 COM;2;88,98
24269; BRAVAN HCT 160MG 30 CPR;1;88,98
24620; BRAVAN HCT 80+125MG CX 30 COMP;2;88,98
26094; BRIMONIDINA TART.2MG SOL OFT 5;2;21,3
26129; BRINCO STUDEX 1UN;11;29
19901; BRITENS SOL OFT 5ML ;1;134,43
35758; BRIXAG SOL OFT 2MG+5MG 5ML;1;113
10171; BROMAZEPAM (6MG 3 BL X 10 CPR);6;21,78
10976; BROMAZEPAM 3MG C/ 30 COMP;4;9,82
2525; BROMAZEPAM 3MG C/30 COMP G NEO;2;11,89
22411; BROMAZEPAM 6MG 30CP (G) TEUTO;4;16,24
13399; BROMELIN S C/ 100ML XPE;1;80
1816; BROMELIN SPRAY C/PROP 50ML;1;68
5294; BROMELIN SUSP 100ML;1;80,3
36510; BROMOPRIDA 4MG/ML GTS - 20ML;5;10,01
18143; BROMOPRIDA 4MG/ML SOL. ORAL 20;1;8
23760; BROMOPRIDA G TEUTO 250/120 20C;10;12
4695; BROMOPRIDA GOTAS 20ML NOVAQ;1;8
36694; BRONCOMUCOL 10MG/ML 120ML + CO;6;16,01
36695; BRONCOMUCOL 5MG/ML 120ML + COP;4;14,99
169; BRONDILAT XPE AD 120ML;4;67,06
170; BRONDILAT XPE PED 120ML;2;51,9
32921; BRONF+FENILEFRINA C/12;2;24,56
31193; BRONF+FENILEFRINA GTS 20ML;2;14
31194; BRONFENIRAMINA FENIL XPE 120ML;7;26
15176; BUCLINA C/ 30 COMP ;3;22,21
3393; BUCLIPLEX COMP C/ 30 COMP;1;55,02
21081; BUDESONIDA 32MCG SPRAY NASAL 1;1;29,23
21082; BUDESONIDA 64MCG SPRAY NASAL 1;8;51,23
19819; BUONA 150MG C 30 CAPS;1;185,87
9891; BUPROVIL 600MG C/ 20 COMP;47;10
55; BUSCODUO C/20 COMP REVESTIDOS;4;40,98
1529; BUSCOFEM C/10 CAPS;8;35,86
176; BUSCOPAN COMPOSTO C/20 CPS;20;30,22
177; BUSCOPAN COMPOSTO GTS 20ML;10;31,26
26571; BUSCOPAN GOTAS 20 ML;9;30,22
18144; BUSCOPLEX COMPOSTO GTS 20ML;10;20,84
6272; BUSONID 100MCG C/120DOSES;1;97,39
187; BUSONID AQU/NAS 32MCG 120DS;11;34,12
10150; BUSONID CAPS 400MCG C/60CAPS ;1;99,09
27563; BUTACID C/10 ENV;32;10
28360; BYE BYE FEVER BEBES C 2UN;5;15
28070; BYE BYE FEVER CRIANCA C/2UN-DE;3;15
23239; C DENT TRALALA 70GR S/FLUOR;2;11
20908; C-KADERM GEL 20G ;1;252
34446; C.DOURADO SH 1LT ARGAN;3;16
24948; CABERGOLINA 0,5MG C 8 COMP EUR;1;201,26
29588; CABERGOLINA 0,5MG C/ 2 COMP ;3;25,12
29589; CABERGOLINA(GEN) 0,5MG COM CT;3;85,45
29159; CACHO GELATINA BABOSA VOLUMAO;1;28,5
33362; CACHOS BANHO DE CREME 250G;2;35
26838; CACHOS KIDS DEFINICAO ATIVADOR;1;20
26837; CACHOS KIDS DEFINICAO CONDICIO;2;22,5
26834; CACHOS KIDS DEFINICAO SHAMPOO ;1;21
36760; CADEIRA DE RODAS SIMPLES MACIC;1;770
31093; CALADRYL LOC POS SOL 100M;1;32
36767; CALADRYL REPELENTE 100ML;6;14,99
14339; CALCANHEIRA SIL SO PES G;1;108
28621; CALCANHEIRA SILIGEL C/PONTO AZ;1;135
36185; CALCI GEST 60CP;8;35,01
36832; CALCI MDK 75CP;2;44
36602; CALCIPLEX LIQUIDO 240ML CEREJA;2;30
1847; CALCITRAN B-12 LIQ 150ML;2;47
3308; CALCITRAN D3 C/30 COMP;2;56
6448; CALDE C/60 COMP;1;141
20522; CALDE KM C/ 30 COMP;1;160
29166; CALDE MAX 2000UI 30CPR;1;238
25986; CALDE MDK 1000UI C/30;2;116,1
19660; CALKADE 600MG C/ 60 CPR;1;45
31407; CALKADE CALCIO MDK 60 CPR REV;2;65
198; CALMAN C/20 DRAGEAS;1;65
36790; CALMAZIL (VALERIANA) 50MG 20CA;1;13
36172; CAMISA MANGA CURTA CRIANCA;1;1
4737; CAMOMILINA-C C/20 CAPS;1;66,31
202; CANDICORT CREME 30G;1;48,88
201; CANDICORT POMADA 30G;1;48,88
206; CANESTEN CREME 20GR;1;36,89
33855; CAPA PROTETORA CONDOR C/ 3 UND;7;9
29739; CAPILAREMA 75MG 60 COMP;1;111,23
24297; CAPS OLEO/ ALHO 250 MG C/120 C;1;27
7991; CAPTOPRIL 25 MG C/ 30 COMP GLO;150;3
19036; CAPTOPRIL 25MG C/ 30 COMP TEUT;135;3
34552; CAPTOPRIL 25MG C/30 COMP;3;2,99
11493; CAPTOPRIL 50MG C/ 30 COMP GLOB;6;10
17980; CARBAMAZEPINA (C1) 400MG C/30 ;6;30
19948; CARBAMAZEPINA 200MG (C1) COMP ;2;13
1752; CARBAMAZEPINA 20MG XPE 100ML G;3;32,1
12716; CARBIDOL 25+250MG C/ 30 COMP;5;30,3
27935; CARBOLITITIUM 300 MG C/60 COMP;1;68,8
31827; CARBOLITIUM CR 450MG 30CPR;1;78,29
27851; CARBOLITIUM CR 450MG C/60;1;153,58
28023; CARBONATO DE LITIO 300MG 60CP;4;47
34702; CARBONATO DE LITIO 300MG 90CP;1;60,17
22543; CARDBET 6,25MG 30CPR;1;11
9111; CARDILOL 25MG C/30COMP;1;86,54
7827; CARDILOL 6,25MG CX 60 COMP;1;96,74
14423; CARE LISS HAIR SPRAY EXF 400ML;3;31
28907; CARE LISS HAIR SPRAY FIX 150ML;1;19
14422; CARE LISS HAIR SPRAY FOR 400ML;5;31
14424; CARE LISS HAIR SPRAY NOR 400ML;3;29,5
36138; CARGA VENUS 3 PELE SENSIVEL 2U;3;27,99
36139; CARGA VENUS 3 PELE SENSIVEL 4U;2;51
36140; CARGA VENUS 3 SKIN COMFORT SPA;3;44
35770; CARMED BODY SPLASH FR 200ML NA;5;36
32750; CARMED DOCE DE LEITE 10G CIMED;1;22
34074; CARMED ENXAG BUC FR 250ML MINH;15;20
31842; CARMED HID LAB BG 10G BARBIE C;4;27
31843; CARMED HID LAB BG 10G BARBIE R;1;30
35762; CARMED HID LAB BG 10G COCA COL;20;22
35763; CARMED HID LAB BG 10G COCA COL;14;22
35764; CARMED HID LAB BG 10G COCA COL;16;22
36505; CARMED HID LAB BG 10G SPRITE;3;19
24348; CARMED LABIAL 10G CEREJA;1;22
24627; CARMED LABIAL POM 10G SBR MELA;2;22
29965; CARMED MACA DO AMOR;3;24
33869; CARMED PROT LABIAL FPS 30 BG 1;9;22,01
18109; CARVEDILOL 12,5MG C/30 COM;7;13,04
18110; CARVEDILOL 25MG C/30 COM;28;14,21
18111; CARVEDILOL 3,125MG C/30;20;9,68
18800; CARVEDILOL 6,25MG C/30;9;13,23
33951; CARVEROL 250MG 20CP (CARVAO VE;2;45
34905; CASTING 823 LOURO ROS. GO. HIG;1;30
14874; CASTING CR GLOSS 100 PRETO NOI;5;30
6238; CASTING GLOSS 210 PRETO AZULAD;5;30
1492; CASTING GLOSS 300 CAST ESCURO;8;30
220; CASTING GLOSS 400 CASTANHO NAT;5;30
10009; CASTING GLOSS 426 BORGONHA;4;30
4127; CASTING GLOSS 500 CASTANHO CLA;9;30
7566; CASTING GLOSS 535 CHOCOLATE;9;30
1010; CASTING GLOSS 700 LOURO NATURA;4;30
3865; CASTING GLOSS N.600 LOURO ESCU;6;30
6599; CASTING PRETO N.200;4;30
2907; CATAFLAM EMULGEL 30GR;2;33,28
217; CATAFLAM EMULGEL 60GR;1;57,41
12780; CATAFLAM EMULGEL C/150G NOVO;1;91,92
10760; CATAFLAM SPORT ICE 60G AEROS.;1;54,48
21952; CATETER PERIF INFUSAO TAM18 G;2;3
33164; CAVALO FORTE HIDRA SH500ML+CON;1;60
36438; CB0009 ESPONJA GOTA PARA MAQUI;1;3
36817; CB0010 ESPONJA CHANFRADA PARA;12;3
36818; CB0090-2 PINCEL PARA MAQUIAGEM;3;9
36819; CB0090-5 PINCEL PARA MAQUIAGEM;1;8,99
35703; CC PENT S.LINE 1KG KIDS VANILL;1;37,5
35706; CC PENT S.LINE XEROSA 800G BAU;1;37
35707; CC PENT S.LINE XEROSA 800G VIB;1;37
31804; CC TRAT ELSEVE 300G GLYCOLIC G;3;28
31041; CCT C.DOURADO REGARV LISO 1KG;3;14
16159; CD FORCA PIMENTA 350ML BIOEXTR;2;52
34639; CD MAIS NUTRICAO 350ML;2;50
